Pedido,Data,Total_custo,Valor_liquido,Forma_pagamento,Cliente,Lucro,Percentual_lucro
23082,2020-09-24 00:00:00,186,186,DEBITO,EDUARDO,65.32,0.3511827956989247
23083,2020-09-24 00:00:00,227.5,200,DEBITO,ALEMÃO,103.55,0.5177499999999999
23084,2020-09-24 00:00:00,141.75,140,DINHEIRO,JOSE EDVALDO,50.9,0.36357142857142855
23085,2020-09-24 00:00:00,24,24,CREDITO,"4 PEÇAS 1/2 - 0,80 CM ",13.08,0.545
23086,2020-09-24 00:00:00,66,66,DEBITO,3 BARRAS 1/4,34.14,0.5172727272727273
23087,2020-09-24 00:00:00,49.5,49.5,DEBITO,1 BARRA 3/8,17.97,0.363030303030303
23088,2020-09-25 00:00:00,0,0,CANCELADO,ANTONIO,0.0,
23089,2020-09-25 00:00:00,135,130,DEBITO,03 B 3/8,35.41,0.27238461538461534
23090,2020-09-25 00:00:00,48,45,DINHEIRO,01 B 5/16 E 01 4.2,23.95,0.5322222222222222
23091,2020-09-25 00:00:00,689,689,CHEQUE E DEBITO,WILSON - VIZINHO,225.07,0.32666182873730043
23092,2020-09-25 00:00:00,6303,5700,TRANSFER CAIXA EM 25/09/2020,RR CONTABILIDADE,1580.99,0.27736666666666665
23093,2020-09-25 00:00:00,69.2,69.2,CREDITO,PANORAMA - 1 BARRA 1/2,16.01,0.23135838150289018
23094,2020-09-25 00:00:00,378.1,378,DINHEIRO,JOSE MARIA,152.38,0.4031216931216931
23095,2020-09-25 00:00:00,69.65,69.65,DEBITO,"3,50M 3/8 9X15",28.07,0.4030150753768844
23096,2020-09-25 00:00:00,1944,1800,TRANSFER ITAU 25/09/2020,JARBAS,538.8,0.2993333333333333
23097,2020-09-26 00:00:00,107.4,107.4,TRANSFER BRAD EM 09/10/2020,ALFA,36.12,0.33631284916201115
23098,2020-09-26 00:00:00,291.6,280,DINHEIRO,6 BARRAS 3/8,90.82,0.32435714285714284
23099,2020-09-26 00:00:00,224,224,DINHEIRO,DEPOSITO PEREIRAO,44.1,0.196875
23100,2020-09-26 00:00:00,6623,6450,DEBITO,CRISTIANE,2853.65,0.4424263565891473
23101,2020-09-26 00:00:00,1467.7,1467.7,CREDITO,WALSON,696.98,0.4748790624787082
23102,2020-09-26 00:00:00,2709,2709,CREDITO 5 X ,JOSE BARBOSA,1120.65,0.41367663344407535
23103,2020-09-28 00:00:00,322.2,322,DINHEIRO,DELTA 8,114.38,0.3552173913043478
23104,2020-09-28 00:00:00,12.5,12.5,DINHEIRO,1/2 BARRA 1/4,5.38,0.4304
23105,2020-09-28 00:00:00,5,5,DINHEIRO,2 METROS FERRO 1/4,2.62,0.524
23106,2020-09-28 00:00:00,72,72,DEBITO,4 TABUAS 25,20.8,0.2888888888888889
23107,2020-09-28 00:00:00,75,75,CREDITO,5 TABUAS 15 CM ,35.6,0.4746666666666667
23108,2020-09-28 00:00:00,1095,1095,DINHEIRO,ERIELSON,393.42,0.35928767123287675
23109,2020-09-28 00:00:00,518,518,DINHEIRO E DEBITO,VITOR,376.0,0.7258687258687259
23110,2020-09-28 00:00:00,62.65,62.65,CHEQUE,AABM,21.07,0.3363128491620112
23111,2020-09-28 00:00:00,75,75,CHEQUE E DEBITO,WILSON - VIZINHO,55.05,0.734
23112,2020-09-28 00:00:00,56,56,CREDITO ,4 KG. ARAME ,24.0,0.42857142857142855
23113,2020-09-28 00:00:00,675,629,"DINHEIRO E CREDITO DE R$ 129,00",MARCIO / CHARLES,156.05,0.24809220985691577
23114,2020-09-28 00:00:00,475,475,DEBITO,ZEN / ADRIANO,285.6,0.6012631578947369
23115,2020-09-28 00:00:00,529.2,529,DINHEIRO,ROMOS,196.56,0.37156899810964084
23116,2020-09-28 00:00:00,1137,1137,BOLETO,boleto,382.2,0.33614775725593665
23117,2020-09-29 00:00:00,62.65,62,DINHEIRO,"01 3/8 9X15 3,50M",20.42,0.32935483870967747
23118,2020-09-29 00:00:00,46.5,46.5,CHEQUE,AABM,22.33,0.4802150537634408
23119,2020-09-29 00:00:00,24,24,DINHEIRO,03 SARRAFOS DE 10CM,8.28,0.345
23120,2020-09-29 00:00:00,59.6,59.6,DEBITO,"01 5/16 9X15 4,00M",33.44,0.5610738255033556
23121,2020-09-29 00:00:00,531.76,531.76,TRANSFER BRAD EM 09/10/2020,ALFA,108.9,0.2047916353242064
23122,2020-09-29 00:00:00,528,528,TRANSFER ITAU 29/09/2020,WILLIAM,192.9,0.3653409090909091
23123,2020-09-29 00:00:00,1904.25,1847,CHEQUE,PRIMOSUL,1047.26,0.5670059556036816
23124,2020-09-29 00:00:00,5527.16,5370,DINHEIRO,MACHO,2800.85,0.5215735567970204
23125,2020-09-29 00:00:00,543.5,530,DEBITO,ALISSON,201.48,0.3801509433962264
23126,2020-09-29 00:00:00,494,450,TRANSFER BRAD EM 29/09/2020,JOSE HILTON,115.9,0.2575555555555556
23127,2020-09-29 00:00:00,187,187,CHEQUE E DEBITO,WILSON - VIZINHO,59.51,0.31823529411764706
23128,2020-09-29 00:00:00,46,46,DEBITO,4 SARRAFOS 15 CM ,14.48,0.31478260869565217
23129,2020-09-29 00:00:00,20,20,DINHEIRO,6 METROS FERRO 5/16,12.25,0.6125
23130,2020-09-29 00:00:00,188.8,188.8,TRANSFER BRAD EM 05/10,INOVE MOEMA,90.8,0.48093220338983045
23131,2020-09-29 00:00:00,1453.35,1453.35,TRANSFER BRAD EM 30/09/2020,MARIA LUIZA BORGES,973.56,0.6698730519145423
23132,2020-09-30 00:00:00,138,130,DINHEIRO,02 TELAS / 01 B 3/8 / 02 CXS LAJE 30CM,44.27,0.34053846153846157
23133,2020-09-30 00:00:00,500.4,500.4,TRANSFER BRAD EM 09/10/2020,ALFA,264.96,0.5294964028776978
23134,2020-09-30 00:00:00,1002.4,1002.4,TRANSFER BRAD EM 09/10/2020,ALFA,337.12,0.3363128491620112
23135,2020-09-30 00:00:00,286.4,286.4,TRANSFER BRAD EM 09/10/2020,ALFA,96.32,0.33631284916201115
23136,2020-09-30 00:00:00,1529.36,1529.36,CHEQUE,AABM,656.04,0.4289637495422922
23137,2020-09-30 00:00:00,558.9,530,DINHEIRO,GENILDO,219.0,0.41320754716981134
23138,2020-09-30 00:00:00,420,420,DINHEIRO,DEPOSITO PEREIRAO,151.16,0.3599047619047619
23139,2020-09-30 00:00:00,9,9,DINHEIRO,2 SARRAFOS 05 CM,3.76,0.41777777777777775
23140,2020-09-30 00:00:00,358,358,TRANSFER BRAD EM 09/10/2020,ALFA,120.4,0.3363128491620112
23141,2020-09-30 00:00:00,3042.25,3042.25,TRANSFERS BRADESCO,MINERAÇÃO CAIEIRAS,1088.1,0.35766291396170596
23142,2020-09-30 00:00:00,39,39,DEBITO,1 BARRA 5/16,23.5,0.6025641025641025
23143,2020-09-30 00:00:00,3328.8,3328.8,CHEQUE,AABM,935.58,0.281056236481615
Meta,,207000,,, SALÁRIOS + SÁBADOS,12042.0,
Percentual atingido,,1.5369731642512083,,,,,
Meta diária,,9857.142857142857,,,,107825.90999999993,22427.789279999986
23144,2020-10-01 00:00:00,13,13,DEBITO,"6,00M B 1/4",6.0,0.46153846153846156
23145,2020-10-01 00:00:00,132.3,132.3,TRANSFER BRAD EM 09/10/2020,ALFA - 7 METROS 3/8 9X15,38.15,0.2883597883597883
23146,2020-10-01 00:00:00,5504.92,5000,TRANSFER ITAU 01/10/2020,CLAYTON,1988.52,0.397704
23147,2020-10-01 00:00:00,380,380,TRANSFER BRAD 06/10/2020,MARIA LUIZ BORGES,179.86,0.47331578947368425
23148,2020-10-01 00:00:00,6233.76,6233.76,CREDITO 04X,RODRIGO,2830.56,0.45406945406945404
23149,2020-10-01 00:00:00,5153.28,5153.28,TRANSFER ITAU 13/11/2020,FERNANDO - CAMPO LIMPO,2224.2,0.43160860655737704
23150,2020-10-02 00:00:00,236.25,236.25,TRANSFER BRAD EM 09/10/2020,ALFA,68.13,0.28838095238095235
23151,2020-10-02 00:00:00,68.25,68.25,CREDITO,05 KG TORCIDO,25.75,0.3772893772893773
23152,2020-10-02 00:00:00,679,679,TRANSFER BRAD 02/10/2020,INOVE MOEMA,281.41,0.4144477172312224
23153,2020-10-02 00:00:00,52461,52461,TRANSFER CAIXA EM 05/10/2020,SUPERMERCADO X,19641.0,0.37439240578715616
23154,2020-10-02 00:00:00,1984.5,1984.5,TRANSFER BRAD EM 08/10/2020,DEPOSITO SANTO ANTONIO,572.25,0.28835978835978837
23155,2020-10-02 00:00:00,170,170,DINHEIRO EM 18/12/2020,ALFA,41.5,0.24411764705882352
23156,2020-10-02 00:00:00,29.85,29,DINHEIRO,"1,50M 3/8 9X15",8.83,0.30448275862068963
23157,2020-10-02 00:00:00,2938.08,2938.08,CREDITO 03X,RONALDO - TEMAC,1415.38,0.4817363720524969
23158,2020-10-02 00:00:00,113.4,113.4,CHEQUE,AABM,32.7,0.28835978835978837
23159,2020-10-03 00:00:00,9,9,DINHEIRO,"2,50M B 3/8",1.56,0.17333333333333334
23160,2020-10-03 00:00:00,18,18,DINHEIRO,04 SARRAFOS DE 5CM,7.52,0.41777777777777775
23161,2020-10-03 00:00:00,168,168,CREDITO,05 TAB 30CM/ 01 18X27 E 01 18X27 AÇO,61.55,0.3663690476190476
23162,2020-10-03 00:00:00,76,74.5,DEBITO,04 B 5.0,29.26,0.392751677852349
23163,2020-10-03 00:00:00,79.6,76,DINHEIRO,"01 3/8 9X20 4,00M",22.2,0.2921052631578947
23164,2020-10-03 00:00:00,96,94,DEBITO,12 SARRAFOS DE 10CM,31.12,0.33106382978723403
23165,2020-10-05 00:00:00,145.9,140,DEBITO,02 B 3/8 E 01 TELA 20X20,42.9,0.30642857142857144
23166,2020-10-05 00:00:00,130,130,A RECEBER ,"3,50 3/8 9X15 / 01 3/8 50X30 / 2 DISCOS C",46.68,0.35907692307692307
23167,2020-10-05 00:00:00,812.7,812.7,DINHEIRO EM 18/12/2020,ALFA,234.35,0.2883597883597883
23168,2020-10-05 00:00:00,358.2,358.2,CREDITO,DENIS,116.1,0.3241206030150754
23169,2020-10-05 00:00:00,2452.59,2300,TRANSFER ITAU 08/10/2020,EDINAEL,1176.78,0.5116434782608695
23170,2020-10-05 00:00:00,1723.1,1680,DEBITO,PEDRO,444.8,0.26476190476190475
23171,2020-10-05 00:00:00,2710,2710,BOLETOS,ALTO DA LAPA,1141.4,0.4211808118081181
23172,2020-10-05 00:00:00,145.8,145.8,DINHEIRO EM 18/12/2020,ALFA,33.3,0.22839506172839502
23173,2020-10-05 00:00:00,238.8,238.8,DEBITO,"4 COL 3/8 9X15 - 3,00",77.4,0.3241206030150754
23174,2020-10-05 00:00:00,162,160,CREDITO,12 MTS TRELIÇA H8,124.84,0.78025
23175,2020-10-05 00:00:00,208.95,209,TRANSFER ITAU 07/10,DENISE,67.73,0.32406698564593306
23176,2020-10-05 00:00:00,668.1,668.1,TRANSFER ITAU 05/10/2020,WILLIAM,197.1,0.29501571621014816
23177,2020-10-05 00:00:00,25,25,DINHEIRO,1 BARRA 1/4,10.76,0.4304
23178,2020-10-05 00:00:00,60,60,DEBITO,"1 COL 3/8 9X15 - 3,00",19.65,0.32749999999999996
23179,2020-10-05 00:00:00,80,80,DEBITO,"CLAUDINEI - 1 3/8 9X15 - 4,00",26.2,0.3275
23180,2020-10-05 00:00:00,60,60,DEBITO,"1 COL 3/8 9X15 - 3,00",19.65,0.32749999999999996
23181,2020-10-05 00:00:00,46.8,46.8,DINHEIRO EM 18/12/2020,ALFA,11.1,0.2371794871794872
23182,2020-10-05 00:00:00,75,75,DEBITO,3 ARAME + 2 17X21,36.3,0.484
23183,2020-10-05 00:00:00,5.25,75.25,DEBITO,"1 3/8 7X15 - 3,50",28.18,0.37448504983388703
23183,2020-10-06 00:00:00,84.5,84.5,DINHEIRO,5 MTS 5/16 9X15,50.95,0.6029585798816568
23184,2020-10-06 00:00:00,5,5,DEBITO,"2,20 B 1/4",2.38,0.476
23185,2020-10-06 00:00:00,1458,1365,TRANSFER ITAU 06/10/2020,JEFERSON ,294.0,0.2153846153846154
23186,2020-10-06 00:00:00,297,297,TRANFERS BRADESCO 06/10/2020,ANDERSON SILVA,86.5,0.29124579124579125
23187,2020-10-06 00:00:00,636.8,636.8,CREDITO 3 X ,ADAUTO,206.4,0.3241206030150754
23188,2020-10-06 00:00:00,78,78,DEBITO,2 TELAS 3.4 20X20,26.6,0.34102564102564104
23189,2020-10-06 00:00:00,898.2,898.2,TRANSFER ITAU 07/10,ANTONIO,435.6,0.4849699398797595
23190,2020-10-06 00:00:00,976,976,DINHEIRO,DELTA 8,316.5,0.3242827868852459
23191,2020-10-06 00:00:00,3174.16,3021.08,"FALTAM R$ 1.521,08",MOISES,1487.15,0.4922577356442068
23192,2020-10-06 00:00:00,27720,27720,TRANSFER CAIXA EM 07/10/2020,SUPERMERCADO X,6720.0,0.24242424242424243
23193,2020-10-06 00:00:00,510,500,DINHEIRO,TELMA,150.0,0.3
23194,2020-10-06 00:00:00,3470,3470,CREDITO 3 X ,NILO,1570.8,0.4526801152737752
23195,2020-10-06 00:00:00,500,500,DINHEIRO,1000 ESTRIBOS - SACO,230.0,0.46
23196,2020-10-06 00:00:00,234,234,DEBITO,TATIANE,141.0,0.6025641025641025
23197,2020-10-06 00:00:00,2898.3,2898.3,DINHEIRO EM 18/12/2020,ALFA,1209.45,0.41729634613394057
23198,2020-10-06 00:00:00,349.8,349.8,CHEQUE,AABM,202.18,0.5779874213836478
23199,2020-10-07 00:00:00,604.8,604.8,DINHEIRO EM 18/12/2020,ALFA,174.4,0.28835978835978837
23200,2020-10-07 00:00:00,179.1,179.1,TRANSFER ITAU 12/11/2020,FABIANO,58.05,0.3241206030150754
23201,2020-10-07 00:00:00,597,597,ABATEU DIARIAS,IEDA,193.5,0.3241206030150754
23202,2020-10-07 00:00:00,49,49,DINHEIRO,1 BARRA 3/8,13.3,0.27142857142857146
23203,2020-10-07 00:00:00,597,570,DINHEIRO,VIDAL,166.5,0.29210526315789476
23204,2020-10-07 00:00:00,277.8,275,DINHEIRO,JORGE,98.1,0.3567272727272727
23205,2020-10-07 00:00:00,880.94,880.94,CHEQUE,AABM,549.72,0.6240152564306309
23206,2020-10-07 00:00:00,8535.36,8108.59,TRANSFER BRAD EM 15/10/2020,PRIMOSUL,1980.72,0.2442742819651752
23207,2020-10-07 00:00:00,384.3,372.77,CHEQUE,PRIMOSUL,123.74,0.33194731335676153
23208,2020-10-08 00:00:00,677,677,CANCELADO,MARCELO,277.25,0.40952732644017725
23209,2020-10-08 00:00:00,14,14,DINHEIRO,1 BARRA 3/16,6.0,0.42857142857142855
23210,2020-10-08 00:00:00,1316.1,1250,DEBITO,ALEX,676.07,0.540856
23211,2020-10-08 00:00:00,351.6,334,TRANSFER ITAU 08/10/2020,JOSE ,88.8,0.26586826347305387
23212,2020-10-08 00:00:00,874.8,858,CHEQUE,APOIO TINTAS,232.2,0.2706293706293706
23213,2020-10-08 00:00:00,2583,2583,TRANSFER ITAU 13/11/2020,FERNANDO - CAMPO LIMPO,904.05,0.35
23214,2020-10-08 00:00:00,657.15,657.15,CREDITO 3 X ,JOSE CARLOS,220.24,0.33514418321539985
23215,2020-10-09 00:00:00,1148,1148,DINHEIRO EM 18/12/2020,ALFA,277.0,0.24128919860627177
23216,2020-10-09 00:00:00,467.78,467.78,DINHEIRO EM 18/12/2020,ALFA,145.2,0.310402325879687
23217,2020-10-09 00:00:00,2364.3,2240,DEBITO,AGUINALDO,601.92,0.2687142857142857
23218,2020-10-09 00:00:00,253.5,240,DEBITO,PAULO,139.35,0.580625
23219,2020-10-09 00:00:00,796,796,TRANSFER ITAU 09/10/2020,JESUS,374.6,0.47060301507537694
23220,2020-10-09 00:00:00,119.4,110,DINHEIRO,"2 COL 3/8 9X15 - 3,00",29.3,0.26636363636363636
23221,2020-10-10 00:00:00,59.7,59.7,DEBITO,"1 COL 3/8 9X20 - 3,00",19.35,0.3241206030150754
23222,2020-10-10 00:00:00,39.8,39.8,DEBITO,"1 COL 3/8 9X20 - 2,00",12.9,0.3241206030150754
23223,2020-10-10 00:00:00,1243.75,1243.75,CREDITO 3 X ,JOSE BARBOSA / CAIO,403.13,0.3241246231155779
23224,2020-10-10 00:00:00,1715.6,1540,DEBITO,LUCIANO - PM,441.2,0.28649350649350647
23225,2020-10-13 00:00:00,20,20,DINHEIRO,01 M 3/8 9X15,6.55,0.3275
23226,2020-10-13 00:00:00,1125,1070,DEBITO,JÔ,310.08,0.2897943925233645
23227,2020-10-13 00:00:00,286.2,286.2,CHEQUE,AABM,165.42,0.5779874213836478
23228,2020-10-13 00:00:00,1505.96,1385,TRANSFER BRAD EM 13/10/2020,JOSE HILTON,477.0,0.3444043321299639
23229,2020-10-13 00:00:00,100,100,DINHEIRO,PAULO SERGIO,27.5,0.275
23230,2020-10-13 00:00:00,271.3,271.3,DEBITO,ALINE,92.87,0.3423147806855879
23231,2020-10-13 00:00:00,55,55,DEBITO,1 TELA + 1 ARAME,20.8,0.3781818181818182
23232,2020-10-13 00:00:00,79.6,79.6,DEBITO,"1 COL 3/8 9X15 - 4,00",25.8,0.3241206030150754
23233,2020-10-14 00:00:00,238.5,238.5,DINHEIRO EM 18/12/2020,ALFA,137.85,0.5779874213836478
23234,2020-10-14 00:00:00,347.4,347,DINHEIRO,UFS,88.2,0.25417867435158503
23235,2020-10-14 00:00:00,46.8,46.8,DINHEIRO EM 18/12/2020,ALFA - 1 BARRA 3/8,11.1,0.2371794871794872
23236,2020-10-14 00:00:00,716.4,716.4,DEBITO,ADEMIR,232.2,0.3241206030150754
23237,2020-10-14 00:00:00,1480,1400,DEBITO,SABRINA / EDSON,674.56,0.4818285714285714
23238,2020-10-14 00:00:00,1760.6,1760.6,CREDITO 4 X ,JULIANA LOVAGLIO,602.14,0.34200840622515055
23239,2020-10-14 00:00:00,95,95,CREDITO,"1 COL 3/8 9X15 - 4,00 + 1 ARAME",32.7,0.3442105263157895
23240,2020-10-14 00:00:00,1229,1167.55,TRANSFER CAIXA EM 14/10/2020,CRISTIANE,402.05,0.34435356087533725
23241,2020-10-14 00:00:00,1506,1430,DINHEIRO,OTONIEL,619.42,0.43316083916083914
23242,2020-10-14 00:00:00,2100,2016,DINHEIRO,ALDO,865.11,0.4291220238095238
23243,2020-10-14 00:00:00,15,15,DINHEIRO,1 KG. ARAME ,6.5,0.43333333333333335
23244,2020-10-14 00:00:00,26,26,DINHEIRO,1 TABUA 30 CM ,8.83,0.3396153846153846
23245,2020-10-14 00:00:00,4899.9,4899.9,CHEQUES E ABATIMENTOS CRÉDITO,SALVADOR,2509.15,0.512081879222025
23246,2020-10-14 00:00:00,104.35,104.35,CREDITO 02X,02 18X27/ 02 18X27 02 CAB / 03 TORCIDOS,40.85,0.3914710110206038
23247,2020-10-14 00:00:00,2222.87,2222.87,CHEQUE,AABM,963.7,0.43353862349125233
23248,2020-10-14 00:00:00,468,468,CHEQUE,APOIO TINTAS,111.0,0.23717948717948717
23249,2020-10-14 00:00:00,8630.4,8630.4,TRANSFERS BRADESCO,MINERAÇÃO CAIEIRAS,2903.15,0.3363864942528736
23250,2020-10-14 00:00:00,1196.3,1196.3,DEBITO,ALEX,359.54,0.3005433419710775
23251,2020-10-14 00:00:00,39,39,TRANSFER ITAU 14/10,1 ROLO CONDUITE ,21.0,0.5384615384615384
23252,2020-10-15 00:00:00,757.9,720,DEBITO,JOSE ANTONIO,418.99,0.5819305555555556
23253,2020-10-15 00:00:00,25,25,DINHEIRO,"6,50M B 3/8",5.66,0.22640000000000002
23254,2020-10-15 00:00:00,9,9,DINHEIRO,02 SARRAFOS DE 5CM,3.76,0.41777777777777775
23255,2020-10-15 00:00:00,500,500,DINHEIRO,1000 ESTRIBOS 9X15 - SACO,130.0,0.26
23256,2020-10-15 00:00:00,39,39,DINHEIRO,WILSON - VIZINHO - 1 BARRA 5/16,12.58,0.32256410256410256
23257,2020-10-15 00:00:00,2106,2000,TRANSFER ITAU 15/10/2020,JEFERSON ,500.2,0.2501
23258,2020-10-15 00:00:00,477.6,450,DINHEIRO,DOUGLAS / JOÃO PEDRO,127.2,0.2826666666666667
23259,2020-10-15 00:00:00,2165.02,2035,TRANSFER ITAU 15/10/2020,JUNIOR,963.02,0.47322850122850124
23260,2020-10-15 00:00:00,1662,1662,CREDITO 4 X ,RODRIGO ,835.08,0.5024548736462094
23261,2020-10-15 00:00:00,636.06,636.06,TRANSFER ITAU 16/10/2020,CHARLES,352.98,0.5549476464484483
23262,2020-10-16 00:00:00,306.6,306.6,CREDITO 3 X,KLEBER,102.7,0.3349641226353555
23263,2020-10-16 00:00:00,190.8,190.8,DINHEIRO EM 18/12/2020,ALFA,110.28,0.5779874213836478
23264,2020-10-16 00:00:00,808,808,DINHEIRO EM 18/12/2020,ALFA,194.0,0.2400990099009901
23265,2020-10-16 00:00:00,318.4,318.4,CREDITO 3 X ,"ZEN - 4 3/8 9X15 - 4,00",103.2,0.3241206030150754
23266,2020-10-16 00:00:00,159.2,159.2,DEBITO,"2 COL 3/8 9X15 - 4,00",51.6,0.3241206030150754
23267,2020-10-16 00:00:00,33934,33934,TRANSFER CAIXA EM 19/10/2020,SUPERMERCADO X,8550.0,0.251959686450168
23268,2020-10-16 00:00:00,179.1,180,DINHEIRO,"ROSELI 3 3/8 9X15 - 3,00",58.95,0.3275
23269,2020-10-16 00:00:00,914.25,860,DINHEIRO,MICHEL,239.23,0.27817441860465114
23270,2020-10-16 00:00:00,1984.5,1984.5,DEPOSITO BRAD EM 23/10/2020,DEPOSITO SANTO ANTONIO,572.25,0.28835978835978837
23271,2020-10-16 00:00:00,4300.94,4085.89,TRANSFER ITAU 16/10/2020,TASSIA,2584.08,0.6324399335273343
23272,2020-10-16 00:00:00,15036,15036,TRANSFER CAIXA EM 16/10/2020,L H M TORRES - PARANÁ,5477.4,0.36428571428571427
23273,2020-10-16 00:00:00,1600,1600,TRANSFER CAIXA EM 16/10/2020,L H M TORRES - PARANÁ,688.64,0.4304
23273,2020-10-16 00:00:00,318.4,318.4,DEBITO,ADRIANO/ALINE,103.2,0.3241206030150754
23274,2020-10-16 00:00:00,1383,1383,TRANSFER ITAU 16/10/2020,CASA PALMIERI,438.5,0.3170643528561099
23275,2020-10-16 00:00:00,2984.6,2984.6,TRANSFERS BRADESCO,MINERAÇÃO CAIEIRAS,954.32,0.3197480399383502
23276,2020-10-16 00:00:00,550.8,525,TRANSFER ITAU 16/10/2020,JUNIOR,227.52,0.4333714285714286
23276,2020-10-16 00:00:00,16,16,DINHEIRO,02 SARRAFOS DE 10CM,5.52,0.345
23277,2020-10-16 00:00:00,260,260,DEBITO,ALEX,100.48,0.38646153846153847
23278,2020-10-16 00:00:00,174.4,174.4,DINHEIRO,MARCY,62.85,0.3603784403669725
23279,2020-10-16 00:00:00,0,0,CANCELADO,MAURO,0.0,
23280,2020-10-17 00:00:00,42.25,40,DINHEIRO,"01 5/16 9X15 2,50M",23.22,0.5805
23281,2020-10-17 00:00:00,113.4,113.4,DINHEIRO,"UFS - 2 3/8 9X15 - 3,00",32.7,0.28835978835978837
23282,2020-10-19 00:00:00,545,545,DEBITO,AGUINALDO,173.65,0.31862385321100917
23283,2020-10-19 00:00:00,1475,1400,DINHEIRO,ADRIANO,541.0,0.38642857142857145
23284,2020-10-19 00:00:00,1405.2,1405.2,CREDITO 2 X  E DEBITO,REGINA,572.96,0.40774267008255055
23285,2020-10-19 00:00:00,238.8,238.8,CREDITO 3 X ,JOSE ALVES,77.4,0.3241206030150754
23286,2020-10-19 00:00:00,330.75,330.75,CHEQUE,AABM,95.38,0.2883749055177626
23287,2020-10-19 00:00:00,522.45,522.45,CREDITO 3 X ,KLEBER,172.38,0.32994544932529424
23288,2020-10-19 00:00:00,30,30,DEBITO,1 KG.PREGO 17X21 - AÇO + 1 KG. 18X27,15.9,0.53
23289,2020-10-19 00:00:00,1022.8,1022.8,DINHEIRO,WILSON - VIZINHO,472.96,0.4624168947985921
23290,2020-10-19 00:00:00,1463.7,1420,CHEQUE,PRIMOSUL,386.65,0.2722887323943662
23291,2020-10-19 00:00:00,477.6,477.6,DEBITO,ZEN,154.8,0.3241206030150754
23292,2020-10-19 00:00:00,849.8,830,DEBITO,DANIELA,256.6,0.3091566265060241
23293,2020-10-19 00:00:00,492.75,492.75,CREDITO,ZEN,175.15,0.3554540842212075
23295,2020-10-19 00:00:00,177,177,DEBITO,DP SILVA ,84.0,0.4745762711864407
23295,2020-10-19 00:00:00,179.1,179.1,DEBITO,9 METROS 3/8 9X15,58.05,0.3241206030150754
23296,2020-10-19 00:00:00,180,180,CREDITO,12 B 4.2,84.0,0.4666666666666667
23297,2020-10-20 00:00:00,10,10,DINHEIRO,2M B 3/8,4.05,0.40499999999999997
23298,2020-10-20 00:00:00,198.45,198.45,DINHEIRO EM 18/12/2020,ALFA,57.23,0.28838498362307885
23299,2020-10-20 00:00:00,467.65,455,TRANSFER ITAU 20/10/2020,LUCIA,151.58,0.3331428571428572
23300,2020-10-20 00:00:00,1051.4,1000,DINHEIRO,CASA E TUBO,285.25,0.28525
23301,2020-10-20 00:00:00,1375,1300,TRANSFER CAIXA 21/10/2020,CRISTIANE,586.0,0.45076923076923076
23302,2020-10-20 00:00:00,79.6,78,DEBITO,04 M 3/8 9X15,24.2,0.31025641025641026
23303,2020-10-20 00:00:00,248.75,248.75,DEBITO,JOAO DA COSTA,80.63,0.32414070351758795
23304,2020-10-20 00:00:00,358.2,358.2,CREDITO,"6 COL 3/8 9X15 - 3,00 M ",116.1,0.3241206030150754
23305,2020-10-20 00:00:00,1260,1260,CREDITO 4 X ,RICHARD,624.15,0.49535714285714283
23306,2020-10-20 00:00:00,739.3,739.3,CREDITO,RONALDO - TEMAC,309.9,0.4191803056945759
23307,2020-10-20 00:00:00,138.7,138.7,DINHEIRO,2 - 3/8 + 2 4.2 + 2 ARAME,34.3,0.247296322999279
23308,2020-10-21 00:00:00,277.1,277.1,DEBITO,RETIROU,97.3,0.35113677372789603
23309,2020-10-21 00:00:00,245.05,230,DINHEIRO,GILVAN,132.71,0.5770000000000001
23310,2020-10-21 00:00:00,2316.5,2316.5,BOLETOS,ALTO DA LAPA,848.39,0.36623785883876536
23311,2020-10-21 00:00:00,56.7,56.7,DINHEIRO EM 18/12/2020,ALFA,16.35,0.28835978835978837
23312,2020-10-21 00:00:00,4798.92,4500,TRANSFER ITAU 26/10/2020,EDINAEL,2216.04,0.4924533333333333
23313,2020-10-21 00:00:00,98,98,DINHEIRO,7 KG. ARAME TORCIDO,38.5,0.39285714285714285
23314,2020-10-21 00:00:00,1340.95,1250,DINHEIRO,MARTINHO,337.98,0.270384
23315,2020-10-21 00:00:00,4098,4098,CREDITO 4 X ,PADRE FRANCISCO,1555.8,0.37964860907759884
23315 B,2020-10-21 00:00:00,45,45,DINHEIRO,PADRE FRANCISCO - 3 ARAME S,19.5,0.43333333333333335
23316,2020-10-21 00:00:00,278.6,265,DEBITO,14 METROS 3/8 9X20,76.7,0.28943396226415097
23317,2020-10-21 00:00:00,14,14,CREDITO,01 TORCIDO,5.5,0.39285714285714285
23318,2020-10-21 00:00:00,374,374,CHEQUE,AABM,113.2,0.30267379679144385
23319,2020-10-21 00:00:00,108,108,DINHEIRO,WILSON - VIZINHO,39.32,0.36407407407407405
23320,2020-10-21 00:00:00,796.9,760,DINHEIRO,ROBERTO,238.01,0.31317105263157896
23321,2020-10-21 00:00:00,109.45,109.45,DEBITO,"RUI - 1 VIGA 3/8 9X20 - 5,00",42.2,0.3855641845591595
23322,2020-10-21 00:00:00,9392.5,9392.5,TRANSFER CAIXA EM 22/10/2020,SUPERMERCADO X,1606.5,0.17104072398190046
